session,method,gender,emotion,n_annotators,agreement,path,audio_path,utterance_id,oracle_transcript,asr_transcript,utterance_confidence,word_confidences,transcription_success
1,script,M,hap,3,2,Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_F008.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_F008.wav,Ses01M_script03_1_F008,Oh. Behave exquisitely...,Behave exquisitely.,0.630076888948679,"[{'word': 'Behave', 'start': 0.0, 'end': 1.44, 'probability': 0.35020381957292557}, {'word': 'exquisitely.', 'start': 1.44, 'end': 2.22, 'probability': 0.9099499583244324}]",True
4,script,M,ang,3,2,Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F009.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F009.wav,Ses04M_script02_2_F009,"We never do, do we?  Have we ever?",We never do do we have we ever?,0.8907244428992271,"[{'word': 'We', 'start': 0.0, 'end': 0.48, 'probability': 0.7423642873764038}, {'word': 'never', 'start': 0.48, 'end': 0.78, 'probability': 0.9847047328948975}, {'word': 'do', 'start': 0.78, 'end': 1.08, 'probability': 0.9971024394035339}, {'word': 'do', 'start': 1.08, 'end': 1.36, 'probability': 0.48540568351745605}, {'word': 'we', 'start': 1.36, 'end': 1.56, 'probability': 0.9796352982521057}, {'word': 'have', 'start': 1.56, 'end': 1.72, 'probability': 0.989065408706665}, {'word': 'we', 'start': 1.72, 'end': 1.9, 'probability': 0.9589177966117859}, {'word': 'ever?', 'start': 1.9, 'end': 2.3, 'probability': 0.9885998964309692}]",True
4,impro,F,fru,3,3,Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_F002.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_F002.wav,Ses04F_impro04_F002,I am try-  it's been three years,I am drunk. It's been three years.,0.8320928237267903,"[{'word': 'I', 'start': 0.0, 'end': 0.88, 'probability': 0.7887803316116333}, {'word': 'am', 'start': 0.88, 'end': 1.2, 'probability': 0.9400410056114197}, {'word': 'drunk.', 'start': 1.2, 'end': 1.46, 'probability': 0.18901510536670685}, {'word': ""It's"", 'start': 3.9000000000000004, 'end': 4.54, 'probability': 0.956198513507843}, {'word': 'been', 'start': 4.54, 'end': 4.62, 'probability': 0.9996727705001831}, {'word': 'three', 'start': 4.62, 'end': 4.86, 'probability': 0.9517541527748108}, {'word': 'years.', 'start': 4.86, 'end': 5.16, 'probability': 0.9991878867149353}]",True
1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M002.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M002.wav,Ses01M_script01_2_M002,Don't look at me like that.  He didn't tell me anything he told you.,Don't look at me like that. He didn't tell me anything he told you.,0.9412596566336496,"[{'word': ""Don't"", 'start': 1.04, 'end': 1.44, 'probability': 0.8302244544029236}, {'word': 'look', 'start': 1.44, 'end': 1.68, 'probability': 0.9884535670280457}, {'word': 'at', 'start': 1.68, 'end': 1.86, 'probability': 0.9988767504692078}, {'word': 'me', 'start': 1.86, 'end': 1.98, 'probability': 0.999284565448761}, {'word': 'like', 'start': 1.98, 'end': 2.18, 'probability': 0.9978551268577576}, {'word': 'that.', 'start': 2.18, 'end': 2.46, 'probability': 0.9984071850776672}, {'word': 'He', 'start': 2.62, 'end': 2.66, 'probability': 0.9787868857383728}, {'word': ""didn't"", 'start': 2.66, 'end': 2.86, 'probability': 0.9981280565261841}, {'word': 'tell', 'start': 2.86, 'end': 3.02, 'probability': 0.9982264637947083}, {'word': 'me', 'start': 3.02, 'end': 3.18, 'probability': 0.9972556233406067}, {'word': 'anything', 'start': 3.18, 'end': 3.4, 'probability': 0.9924831986427307}, {'word': 'he', 'start': 3.4, 'end': 3.54, 'probability': 0.5384224057197571}, {'word': 'told', 'start': 3.54, 'end': 3.8, 'probability': 0.8760945796966553}, {'word': 'you.', 'start': 3.8, 'end': 4.34, 'probability': 0.9851363301277161}]",True
3,impro,F,neu,4,3,Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M005.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M005.wav,Ses03F_impro04_M005,You could. You could. We just--,"You could, you could've just...",0.6094251424074173,"[{'word': 'You', 'start': 0.0, 'end': 0.36, 'probability': 0.3813607692718506}, {'word': 'could,', 'start': 0.36, 'end': 0.62, 'probability': 0.4781498312950134}, {'word': 'you', 'start': 1.08, 'end': 1.44, 'probability': 0.9380493760108948}, {'word': ""could've"", 'start': 1.44, 'end': 1.8, 'probability': 0.5902702808380127}, {'word': 'just...', 'start': 1.8, 'end': 2.16, 'probability': 0.659295454621315}]",True
4,script,F,ang,3,2,Session4/sentences/wav/Ses04F_script03_2/Ses04F_script03_2_F026.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script03_2/Ses04F_script03_2_F026.wav,Ses04F_script03_2_F026,You always had a weak head.,You always had a weak head.,0.8075509667396545,"[{'word': 'You', 'start': 0.0, 'end': 0.8, 'probability': 0.4491325616836548}, {'word': 'always', 'start': 0.8, 'end': 1.12, 'probability': 0.9405979514122009}, {'word': 'had', 'start': 1.12, 'end': 1.44, 'probability': 0.9817787408828735}, {'word': 'a', 'start': 1.44, 'end': 1.58, 'probability': 0.9943845272064209}, {'word': 'weak', 'start': 1.58, 'end': 1.76, 'probability': 0.500572144985199}, {'word': 'head.', 'start': 1.76, 'end': 2.1, 'probability': 0.9788398742675781}]",True
4,script,M,fru,3,2,Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F010.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F010.wav,Ses04M_script02_2_F010,Twice is every time we've tried.  That's ever.,"Twice is every time we've tried, that's ever.",0.9431737288832664,"[{'word': 'Twice', 'start': 0.0, 'end': 0.64, 'probability': 0.8435300588607788}, {'word': 'is', 'start': 0.64, 'end': 0.92, 'probability': 0.9725775718688965}, {'word': 'every', 'start': 0.92, 'end': 1.22, 'probability': 0.8486659526824951}, {'word': 'time', 'start': 1.22, 'end': 1.4, 'probability': 0.9917157292366028}, {'word': ""we've"", 'start': 1.4, 'end': 1.66, 'probability': 0.9707382917404175}, {'word': 'tried,', 'start': 1.66, 'end': 2.0, 'probability': 0.9933050274848938}, {'word': ""that's"", 'start': 2.32, 'end': 2.58, 'probability': 0.9801793694496155}, {'word': 'ever.', 'start': 2.58, 'end': 2.84, 'probability': 0.9446778297424316}]",True
3,script,F,sad,3,2,Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M043.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M043.wav,Ses03F_script01_3_M043,And I guess that included you.,and I guess time included you.,0.6697079241275787,"[{'word': 'and', 'start': 0.0, 'end': 0.78, 'probability': 0.4250349998474121}, {'word': 'I', 'start': 0.78, 'end': 0.86, 'probability': 0.7571179270744324}, {'word': 'guess', 'start': 0.86, 'end': 1.0, 'probability': 0.9835057854652405}, {'word': 'time', 'start': 1.0, 'end': 1.16, 'probability': 0.4050959050655365}, {'word': 'included', 'start': 1.16, 'end': 1.44, 'probability': 0.4860434830188751}, {'word': 'you.', 'start': 1.44, 'end': 1.7, 'probability': 0.9614494442939758}]",True
1,script,M,hap,3,2,Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_F030.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_F030.wav,Ses01M_script01_3_F030,What would I do with a fortune?,What would I do with a fortune?,0.911905986922128,"[{'word': 'What', 'start': 0.8, 'end': 1.1, 'probability': 0.5616402626037598}, {'word': 'would', 'start': 1.1, 'end': 1.2, 'probability': 0.9753702282905579}, {'word': 'I', 'start': 1.2, 'end': 1.3, 'probability': 0.9863190650939941}, {'word': 'do', 'start': 1.3, 'end': 1.44, 'probability': 0.9929566383361816}, {'word': 'with', 'start': 1.44, 'end': 1.6, 'probability': 0.9968236684799194}, {'word': 'a', 'start': 1.6, 'end': 1.68, 'probability': 0.8833352327346802}, {'word': 'fortune?', 'start': 1.68, 'end': 2.02, 'probability': 0.986896812915802}]",True
2,impro,F,sad,3,2,Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M007.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M007.wav,Ses02F_impro02_M007,But she's--you're not gonna--you're not gonna be here for--for her first words.  For her first steps.  I mean--it's something that you're supposed to be here for that--,But she's got you're not gonna you're not gonna be here for for first words for for steps I mean something that you're supposed to be here for that,0.8080093184935635,"[{'word': 'But', 'start': 0.0, 'end': 0.64, 'probability': 0.4240068793296814}, {'word': ""she's"", 'start': 0.64, 'end': 0.92, 'probability': 0.708618700504303}, {'word': 'got', 'start': 0.92, 'end': 1.06, 'probability': 0.11001092940568924}, {'word': ""you're"", 'start': 1.06, 'end': 2.36, 'probability': 0.6182014346122742}, {'word': 'not', 'start': 2.36, 'end': 2.48, 'probability': 0.9903779029846191}, {'word': 'gonna', 'start': 2.48, 'end': 2.64, 'probability': 0.8023044466972351}, {'word': ""you're"", 'start': 2.64, 'end': 3.1, 'probability': 0.7987401783466339}, {'word': 'not', 'start': 3.1, 'end': 3.2, 'probability': 0.9831663370132446}, {'word': 'gonna', 'start': 3.2, 'end': 3.3, 'probability': 0.9524691104888916}, {'word': 'be', 'start': 3.3, 'end': 3.54, 'probability': 0.9913423657417297}, {'word': 'here', 'start': 3.54, 'end': 3.82, 'probability': 0.9963085055351257}, {'word': 'for', 'start': 3.82, 'end': 4.04, 'probability': 0.9922814965248108}, {'word': 'for', 'start': 4.04, 'end': 5.0, 'probability': 0.7660032510757446}, {'word': 'first', 'start': 5.0, 'end': 5.32, 'probability': 0.6917667388916016}, {'word': 'words', 'start': 5.32, 'end': 5.72, 'probability': 0.9881243109703064}, {'word': 'for', 'start': 5.72, 'end': 6.06, 'probability': 0.9635396599769592}, {'word': 'for', 'start': 6.06, 'end': 7.2, 'probability': 0.36080116033554077}, {'word': 'steps', 'start': 7.2, 'end': 7.78, 'probability': 0.6163802146911621}, {'word': 'I', 'start': 7.78, 'end': 8.0, 'probability': 0.24754789471626282}, {'word': 'mean', 'start': 8.0, 'end': 9.04, 'probability': 0.9792465567588806}, {'word': 'something', 'start': 9.04, 'end': 10.86, 'probability': 0.5715696215629578}, {'word': 'that', 'start': 10.86, 'end': 11.38, 'probability': 0.9914754629135132}, {'word': ""you're"", 'start': 11.38, 'end': 11.58, 'probability': 0.9439581632614136}, {'word': 'supposed', 'start': 11.58, 'end': 11.76, 'probability': 0.9928498268127441}, {'word': 'to', 'start': 11.76, 'end': 12.0, 'probability': 0.9993294477462769}, {'word': 'be', 'start': 12.0, 'end': 12.14, 'probability': 0.9988254904747009}, {'word': 'here', 'start': 12.14, 'end': 12.42, 'probability': 0.9941202998161316}, {'word': 'for', 'start': 12.42, 'end': 12.72, 'probability': 0.9945870637893677}, {'word': 'that', 'start': 12.72, 'end': 12.96, 'probability': 0.9643167853355408}]",True
1,impro,M,ang,4,4,Session1/sentences/wav/Ses01M_impro01/Ses01M_impro01_M030.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro01/Ses01M_impro01_M030.wav,Ses01M_impro01_M030,Why?,Why? Yeah.,0.5898411571979523,"[{'word': 'Why?', 'start': 0.0, 'end': 0.62, 'probability': 0.6329020857810974}, {'word': 'Yeah.', 'start': 0.9, 'end': 1.08, 'probability': 0.5467802286148071}]",True
4,impro,M,hap,3,2,Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_F002.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_F002.wav,Ses04M_impro03_F002,I can't -- how did you do it?  What happened?,I can't...how did you do it? What happened?,0.8522219220176339,"[{'word': 'I', 'start': 0.0, 'end': 0.36, 'probability': 0.5707136392593384}, {'word': ""can't...how"", 'start': 0.36, 'end': 2.16, 'probability': 0.5643794611096382}, {'word': 'did', 'start': 2.16, 'end': 2.32, 'probability': 0.8833667635917664}, {'word': 'you', 'start': 2.32, 'end': 2.46, 'probability': 0.9896563291549683}, {'word': 'do', 'start': 2.46, 'end': 2.62, 'probability': 0.9945040941238403}, {'word': 'it?', 'start': 2.62, 'end': 2.76, 'probability': 0.9859709143638611}, {'word': 'What', 'start': 2.82, 'end': 2.9, 'probability': 0.8476913571357727}, {'word': 'happened?', 'start': 2.9, 'end': 3.22, 'probability': 0.981492817401886}]",True
1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_F017.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_F017.wav,Ses01M_script02_1_F017,"Pass what up?  These little fish swim out of the ocean, they flop around on the sand then they swim back and then they die.","That's what up. These little fish swim out of the ocean, they flop around on the sand, then they swim back, and then they die.",0.9366938608884812,"[{'word': ""That's"", 'start': 0.5200000000000009, 'end': 1.02, 'probability': 0.5696536749601364}, {'word': 'what', 'start': 1.02, 'end': 1.24, 'probability': 0.5971048474311829}, {'word': 'up.', 'start': 1.24, 'end': 1.52, 'probability': 0.796432375907898}, {'word': 'These', 'start': 2.16, 'end': 2.34, 'probability': 0.9070162773132324}, {'word': 'little', 'start': 2.34, 'end': 2.56, 'probability': 0.9971866011619568}, {'word': 'fish', 'start': 2.56, 'end': 2.86, 'probability': 0.9659203886985779}, {'word': 'swim', 'start': 2.86, 'end': 3.28, 'probability': 0.9746277332305908}, {'word': 'out', 'start': 3.28, 'end': 3.48, 'probability': 0.9581429958343506}, {'word': 'of', 'start': 3.48, 'end': 3.54, 'probability': 0.961360514163971}, {'word': 'the', 'start': 3.54, 'end': 3.64, 'probability': 0.9949030876159668}, {'word': 'ocean,', 'start': 3.64, 'end': 3.92, 'probability': 0.9982942938804626}, {'word': 'they', 'start': 3.92, 'end': 4.18, 'probability': 0.9701055288314819}, {'word': 'flop', 'start': 4.18, 'end': 4.54, 'probability': 0.8971917033195496}, {'word': 'around', 'start': 4.54, 'end': 4.96, 'probability': 0.9866375923156738}, {'word': 'on', 'start': 4.96, 'end': 5.12, 'probability': 0.9894184470176697}, {'word': 'the', 'start': 5.12, 'end': 5.28, 'probability': 0.9932636022567749}, {'word': 'sand,', 'start': 5.28, 'end': 5.62, 'probability': 0.987569272518158}, {'word': 'then', 'start': 6.04, 'end': 6.22, 'probability': 0.954807698726654}, {'word': 'they', 'start': 6.22, 'end': 6.4, 'probability': 0.9924494028091431}, {'word': 'swim', 'start': 6.4, 'end': 6.64, 'probability': 0.9985141158103943}, {'word': 'back,', 'start': 6.64, 'end': 6.94, 'probability': 0.9990136623382568}, {'word': 'and', 'start': 6.94, 'end': 7.16, 'probability': 0.9557874202728271}, {'word': 'then', 'start': 7.16, 'end': 7.32, 'probability': 0.9852504134178162}, {'word': 'they', 'start': 7.32, 'end': 7.5, 'probability': 0.9958010315895081}, {'word': 'die.', 'start': 7.5, 'end': 7.82, 'probability': 0.9908938407897949}]",True
1,impro,M,fru,4,2,Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F024.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F024.wav,Ses01M_impro04_F024,That's -.,That's a yeah,0.3016846403479576,"[{'word': ""That's"", 'start': 0.0, 'end': 0.76, 'probability': 0.7293493151664734}, {'word': 'a', 'start': 0.76, 'end': 0.94, 'probability': 0.08058615028858185}, {'word': 'yeah', 'start': 0.94, 'end': 1.2, 'probability': 0.0951184555888176}]",True
3,script,M,ang,3,2,Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_F010.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_F010.wav,Ses03M_script03_2_F010,I don't know why you want it.  You've already had two glasses.,I don't know why you want it. You've already had two glasses.,0.9375856344898542,"[{'word': 'I', 'start': 0.43999999999999995, 'end': 0.74, 'probability': 0.8770599365234375}, {'word': ""don't"", 'start': 0.74, 'end': 0.82, 'probability': 0.9808860421180725}, {'word': 'know', 'start': 0.82, 'end': 0.92, 'probability': 0.9865216016769409}, {'word': 'why', 'start': 0.92, 'end': 1.06, 'probability': 0.8777938485145569}, {'word': 'you', 'start': 1.06, 'end': 1.18, 'probability': 0.9888250231742859}, {'word': 'want', 'start': 1.18, 'end': 1.42, 'probability': 0.7390938997268677}, {'word': 'it.', 'start': 1.42, 'end': 1.56, 'probability': 0.9884166121482849}, {'word': ""You've"", 'start': 1.66, 'end': 1.74, 'probability': 0.9439297616481781}, {'word': 'already', 'start': 1.74, 'end': 1.9, 'probability': 0.9975360631942749}, {'word': 'had', 'start': 1.9, 'end': 2.08, 'probability': 0.9791258573532104}, {'word': 'two', 'start': 2.08, 'end': 2.34, 'probability': 0.8954392075538635}, {'word': 'glasses.', 'start': 2.34, 'end': 2.82, 'probability': 0.9963997602462769}]",True
2,impro,F,fru,3,2,Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_M005.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_M005.wav,Ses02F_impro01_M005,"Okay.  Um, I'm sorry but I--I can't help you.  You're gonna have to go back and uh...","Okay, I'm sorry, but I can't help you. You're gonna have to go back and",0.9291549543539684,"[{'word': 'Okay,', 'start': 0.0, 'end': 0.5, 'probability': 0.7478110194206238}, {'word': ""I'm"", 'start': 0.74, 'end': 1.14, 'probability': 0.7519413828849792}, {'word': 'sorry,', 'start': 1.14, 'end': 1.32, 'probability': 0.9950829744338989}, {'word': 'but', 'start': 1.5, 'end': 1.5, 'probability': 0.9966955184936523}, {'word': 'I', 'start': 1.5, 'end': 1.8, 'probability': 0.9357742667198181}, {'word': ""can't"", 'start': 1.8, 'end': 2.38, 'probability': 0.9205249547958374}, {'word': 'help', 'start': 2.38, 'end': 2.48, 'probability': 0.9943424463272095}, {'word': 'you.', 'start': 2.48, 'end': 2.64, 'probability': 0.9871137142181396}, {'word': ""You're"", 'start': 2.8, 'end': 3.08, 'probability': 0.9902932345867157}, {'word': 'gonna', 'start': 3.08, 'end': 3.2, 'probability': 0.8878355026245117}, {'word': 'have', 'start': 3.2, 'end': 3.3, 'probability': 0.9981735944747925}, {'word': 'to', 'start': 3.3, 'end': 3.46, 'probability': 0.9991863369941711}, {'word': 'go', 'start': 3.46, 'end': 3.74, 'probability': 0.9967297315597534}, {'word': 'back', 'start': 3.74, 'end': 4.0, 'probability': 0.9977514147758484}, {'word': 'and', 'start': 4.0, 'end': 4.2, 'probability': 0.7380682229995728}]",True
2,script,F,fru,3,2,Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_F025.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_F025.wav,Ses02F_script02_2_F025,No.,You're good enough.,0.3941507345686356,"[{'word': ""You're"", 'start': 0.0, 'end': 0.12, 'probability': 0.25490335188806057}, {'word': 'good', 'start': 0.12, 'end': 0.12, 'probability': 0.033034589141607285}, {'word': 'enough.', 'start': 0.12, 'end': 0.42, 'probability': 0.894514262676239}]",True
3,script,F,fru,3,3,Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F022.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F022.wav,Ses03F_script01_1_F022,"Well, it is. I mean, what do you want me to do? You're grown up; you know what's going on in your mind.","What is, I mean, what do you want me to do? You're grown up. You know what's going on in your mind.",0.9323493824763732,"[{'word': 'What', 'start': 0.6199999999999998, 'end': 0.9, 'probability': 0.6184872984886169}, {'word': 'is,', 'start': 0.9, 'end': 1.08, 'probability': 0.952542781829834}, {'word': 'I', 'start': 1.28, 'end': 1.28, 'probability': 0.7586175203323364}, {'word': 'mean,', 'start': 1.28, 'end': 1.38, 'probability': 0.9796212911605835}, {'word': 'what', 'start': 1.46, 'end': 1.54, 'probability': 0.9185449481010437}, {'word': 'do', 'start': 1.54, 'end': 1.64, 'probability': 0.9734749794006348}, {'word': 'you', 'start': 1.64, 'end': 1.64, 'probability': 0.9927265644073486}, {'word': 'want', 'start': 1.64, 'end': 1.78, 'probability': 0.9925827980041504}, {'word': 'me', 'start': 1.78, 'end': 1.88, 'probability': 0.9964606165885925}, {'word': 'to', 'start': 1.88, 'end': 1.98, 'probability': 0.9936144351959229}, {'word': 'do?', 'start': 1.98, 'end': 2.18, 'probability': 0.9982353448867798}, {'word': ""You're"", 'start': 2.34, 'end': 2.46, 'probability': 0.9118614792823792}, {'word': 'grown', 'start': 2.46, 'end': 2.94, 'probability': 0.6629511117935181}, {'word': 'up.', 'start': 2.94, 'end': 3.16, 'probability': 0.8506136536598206}, {'word': 'You', 'start': 3.26, 'end': 3.32, 'probability': 0.9899682402610779}, {'word': 'know', 'start': 3.32, 'end': 3.46, 'probability': 0.9982842803001404}, {'word': ""what's"", 'start': 3.46, 'end': 3.72, 'probability': 0.9477343261241913}, {'word': 'going', 'start': 3.72, 'end': 3.98, 'probability': 0.988979697227478}, {'word': 'on', 'start': 3.98, 'end': 4.2, 'probability': 0.9990125894546509}, {'word': 'in', 'start': 4.2, 'end': 4.32, 'probability': 0.9903664588928223}, {'word': 'your', 'start': 4.32, 'end': 4.4, 'probability': 0.9978391528129578}, {'word': 'mind.', 'start': 4.4, 'end': 4.66, 'probability': 0.9991668462753296}]",True
3,impro,F,neu,4,2,Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F016.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F016.wav,Ses03F_impro08_F016,we compensating you for all your-,We comment say to you for all your games for me.,0.6538252342831005,"[{'word': 'We', 'start': 0.0, 'end': 0.34, 'probability': 0.4826609194278717}, {'word': 'comment', 'start': 0.34, 'end': 0.64, 'probability': 0.41334787011146545}, {'word': 'say', 'start': 0.64, 'end': 0.84, 'probability': 0.22771260142326355}, {'word': 'to', 'start': 0.84, 'end': 0.94, 'probability': 0.7208492755889893}, {'word': 'you', 'start': 0.94, 'end': 1.08, 'probability': 0.836974024772644}, {'word': 'for', 'start': 1.08, 'end': 1.28, 'probability': 0.485241174697876}, {'word': 'all', 'start': 1.28, 'end': 1.46, 'probability': 0.9790861010551453}, {'word': 'your', 'start': 1.46, 'end': 1.6, 'probability': 0.953734815120697}, {'word': 'games', 'start': 1.6, 'end': 1.84, 'probability': 0.3583119213581085}, {'word': 'for', 'start': 1.84, 'end': 2.06, 'probability': 0.7410004734992981}, {'word': 'me.', 'start': 2.06, 'end': 2.22, 'probability': 0.9931584000587463}]",True
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M015.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M015.wav,Ses01F_script02_2_M015,Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.,I'm trying to work this backwards and pinpoint the exact moment or we took a turn for the worst here.,0.8790109440684318,"[{'word': ""I'm"", 'start': 0.4199999999999988, 'end': 0.78, 'probability': 0.7751048505306244}, {'word': 'trying', 'start': 0.78, 'end': 0.96, 'probability': 0.9913418889045715}, {'word': 'to', 'start': 0.96, 'end': 1.08, 'probability': 0.9991183876991272}, {'word': 'work', 'start': 1.08, 'end': 1.2, 'probability': 0.989690899848938}, {'word': 'this', 'start': 1.2, 'end': 1.36, 'probability': 0.9926139116287231}, {'word': 'backwards', 'start': 1.36, 'end': 1.78, 'probability': 0.9901465773582458}, {'word': 'and', 'start': 1.78, 'end': 2.14, 'probability': 0.6841733455657959}, {'word': 'pinpoint', 'start': 2.14, 'end': 2.54, 'probability': 0.9142127633094788}, {'word': 'the', 'start': 2.54, 'end': 3.0, 'probability': 0.9903723001480103}, {'word': 'exact', 'start': 3.0, 'end': 3.4, 'probability': 0.9990642666816711}, {'word': 'moment', 'start': 3.4, 'end': 3.9, 'probability': 0.9913951754570007}, {'word': 'or', 'start': 3.9, 'end': 4.08, 'probability': 0.3552086055278778}, {'word': 'we', 'start': 4.08, 'end': 4.14, 'probability': 0.7898497581481934}, {'word': 'took', 'start': 4.14, 'end': 4.28, 'probability': 0.9943737983703613}, {'word': 'a', 'start': 4.28, 'end': 4.38, 'probability': 0.9896990656852722}, {'word': 'turn', 'start': 4.38, 'end': 4.52, 'probability': 0.824633777141571}, {'word': 'for', 'start': 4.52, 'end': 4.7, 'probability': 0.987764298915863}, {'word': 'the', 'start': 4.7, 'end': 4.8, 'probability': 0.9979762434959412}, {'word': 'worst', 'start': 4.8, 'end': 5.02, 'probability': 0.9458709955215454}, {'word': 'here.', 'start': 5.02, 'end': 5.22, 'probability': 0.37760797142982483}]",True
2,script,F,fru,3,2,Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M008.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M008.wav,Ses02F_script02_2_M008,Why not?,Why not?,0.8937765657901764,"[{'word': 'Why', 'start': 0.0, 'end': 0.6, 'probability': 0.8026604056358337}, {'word': 'not?', 'start': 0.6, 'end': 0.88, 'probability': 0.984892725944519}]",True
1,impro,M,hap,4,4,Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M002.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M002.wav,Ses01M_impro07_M002,For softball.  They're going to pay me to go to school. Isn't that awesome?,They're not for something. They're gonna pay me to go to school. That awesome love.,0.5939515347282092,"[{'word': ""They're"", 'start': 0.0, 'end': 0.24, 'probability': 0.5530989319086075}, {'word': 'not', 'start': 0.24, 'end': 0.24, 'probability': 0.13658414781093597}, {'word': 'for', 'start': 0.24, 'end': 0.5, 'probability': 0.2505607604980469}, {'word': 'something.', 'start': 0.5, 'end': 1.26, 'probability': 0.09478332847356796}, {'word': ""They're"", 'start': 1.5, 'end': 1.72, 'probability': 0.8869524002075195}, {'word': 'gonna', 'start': 1.72, 'end': 1.86, 'probability': 0.768111526966095}, {'word': 'pay', 'start': 1.86, 'end': 2.16, 'probability': 0.8822605013847351}, {'word': 'me', 'start': 2.16, 'end': 2.32, 'probability': 0.9559103846549988}, {'word': 'to', 'start': 2.32, 'end': 2.46, 'probability': 0.21020084619522095}, {'word': 'go', 'start': 2.46, 'end': 2.58, 'probability': 0.9870175719261169}, {'word': 'to', 'start': 2.58, 'end': 2.7, 'probability': 0.9978771209716797}, {'word': 'school.', 'start': 2.7, 'end': 3.18, 'probability': 0.9982798099517822}, {'word': 'That', 'start': 3.56, 'end': 4.04, 'probability': 0.4451952874660492}, {'word': 'awesome', 'start': 4.04, 'end': 4.48, 'probability': 0.559459388256073}, {'word': 'love.', 'start': 4.48, 'end': 4.84, 'probability': 0.18298101425170898}]",True
